image_id,year,month,day,final_date,note
003342,2030,12,23,2030-12-23,single raw:30 12 23
003343,2030,12,23,2030-12-23,single raw:30 12 23
003348,2027,07,13,2027-07-13,multi-부터까지 raw:13/07/25 | 13/07/27
000043,,,,NEEDS_MANUAL_REVIEW,raw:10.14 | 10.13
000515,,,,NEEDS_MANUAL_REVIEW,raw:2026.01
000544,,,,NEEDS_MANUAL_REVIEW,raw:
000575,,,,NEEDS_MANUAL_REVIEW,raw:10.14
000760,,,,NEEDS_MANUAL_REVIEW,raw:11.20
000786,,,,NEEDS_MANUAL_REVIEW,raw:12.17 | 12.05
000789,,,,NEEDS_MANUAL_REVIEW,raw:12.19
000798,,,,NEEDS_MANUAL_REVIEW,raw:12.20
000805,,,,NEEDS_MANUAL_REVIEW,raw:2027.7
000824,,,,NEEDS_MANUAL_REVIEW,raw:12.18 | 12.06
000835,,,,NEEDS_MANUAL_REVIEW,raw:
000925,,,,NEEDS_MANUAL_REVIEW,raw:02.02
001070,,,,NEEDS_MANUAL_REVIEW,raw:01.24
001129,,,,NEEDS_MANUAL_REVIEW,raw:02.07
001356,,,,NEEDS_MANUAL_REVIEW,raw:08/22 | 08/20
001423,,,,NEEDS_MANUAL_REVIEW,raw:Nov 2021
001482,,,,NEEDS_MANUAL_REVIEW,raw:01.31
001553,,,,NEEDS_MANUAL_REVIEW,raw:02.19
001830,,,,NEEDS_MANUAL_REVIEW,raw:12/2020
001860,,,,NEEDS_MANUAL_REVIEW,raw:
001953,,,,NEEDS_MANUAL_REVIEW,raw:OCT.2021
001955,,,,NEEDS_MANUAL_REVIEW,raw:OCT.2021
001969,,,,NEEDS_MANUAL_REVIEW,raw:08/2021
002052,,,,NEEDS_MANUAL_REVIEW,raw:04.14
002054,,,,NEEDS_MANUAL_REVIEW,raw:12 2021
002061,,,,NEEDS_MANUAL_REVIEW,raw:04.17 | 2018년 9월
002158,,,,NEEDS_MANUAL_REVIEW,raw:04.13
002159,,,,NEEDS_MANUAL_REVIEW,raw:04.13
002173,,,,NEEDS_MANUAL_REVIEW,raw:07.01
002241,,,,NEEDS_MANUAL_REVIEW,raw:2021 MAY 26
002266,,,,NEEDS_MANUAL_REVIEW,raw:03.05
002322,,,,NEEDS_MANUAL_REVIEW,raw:04.15
002345,,,,NEEDS_MANUAL_REVIEW,raw:02.12
002643,,,,NEEDS_MANUAL_REVIEW,raw:11.2022
002749,,,,NEEDS_MANUAL_REVIEW,raw:12.2020
002927,,,,NEEDS_MANUAL_REVIEW,raw:04.08
003173,,,,NEEDS_MANUAL_REVIEW,raw:05/2022
003202,,,,NEEDS_MANUAL_REVIEW,raw:10/2021
003235,,,,NEEDS_MANUAL_REVIEW,raw:11/2022
003252,,,,NEEDS_MANUAL_REVIEW,raw:04/2023
003276,,,,NEEDS_MANUAL_REVIEW,raw:04.10
003309,,,,NEEDS_MANUAL_REVIEW,raw:AUG292020
